ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
laal,,227,laa,gdm,{},10.0,17.6666666667,Africa,,Laal,1649,False,False
lafofa,,280,laf,laf,{},10.25,31.25,Africa,,Lafofa,709,False,False
lagwan,,5,lag,kot,{},11.5,14.8333333333,Africa,,Lagwan,1607,False,False
lamang,,5,lmg,hia,{},11.25,13.5833333333,Africa,,Lamang,1836,False,False
lamba,,274,lmb,lam,{},-13.0,28.0,Africa,,Lamba,1081,False,False
lame,,11,lam,lme,{},9.0,14.5,Africa,,Lamé,1251,False,False
lamnso,,274,lns,lns,{},6.16666666667,10.75,Africa,,Lamnso',146,False,False
langi,,274,lgi,lag,{},-4.5,36.0,Africa,,Langi,1182,False,False
lango,,320,lan,laj,{},2.16666666667,33.0,Africa,,Lango,2512,True,True
lebeo,,274,leb,agh,{},1.75,25.0,Africa,,Lebeo,1126,False,False
lega,,274,leg,lea,{},-2.83333333333,27.1666666667,Africa,,Lega,1184,False,False
leggbo,,293,agb,agb,{},6.0,8.0,Africa,,Leggbó,2575,False,False
lele,,2,lel,lln,{},9.08333333333,15.5833333333,Africa,,Lele,2222,False,False
lelemi,,275,llm,lef,{},7.33333333333,0.5,Africa,,Lelemi,2001,False,False
lendu,,299,ldu,led,{},2.0,30.5,Africa,,Lendu,1725,False,False
lese,,303,les,les,{},2.0,29.0,Africa,,Lese,374,False,False
linda,,287,lnd,liy,{},6.5,20.75,Africa,,Linda,2099,False,False
lingala,,274,lin,lin,{},2.0,18.5,Africa,,Lingala,2002,False,False
lobi,,290,lob,lob,{},10.5,-3.25,Africa,,Lobi,378,False,False
logoti,,304,lgt,log,{},3.5,30.0,Africa,,Logoti,379,False,False
loko,,292,lok,lok,{},9.33333333333,-12.0833333333,Africa,,Loko,380,False,False
loma,,292,lma,lom,{},8.0,-9.5,Africa,,Loma,148,False,False
londo,,274,ldo,bdu,{},5.0,9.16666666667,Africa,,Londo,1403,False,False
lozi,,274,loz,loz,{},-17.8333333333,26.0,Africa,,Lozi,933,False,False
lua,,279,lua,nie,{},9.75,17.75,Africa,,Lua,1253,False,False
lucazi,,274,luc,lch,{},-14.0,20.0,Africa,,Lucazi,1127,False,False
luganda,,274,lda,lug,{},0.5,32.1666666667,Africa,,Luganda,2026,False,False
lugbara,,304,lug,lgg,{},3.08333333333,30.9166666667,Africa,,Lugbara,2314,False,False
lunda,,274,lbu,lun,{},-10.6666666667,24.0,Africa,,Lunda,1874,False,False
luo,,320,luo,luo,{},-0.5,34.75,Africa,,Luo,2301,False,False
luvale,,274,luv,lue,{},-12.0,22.0,Africa,,Luvale,2460,True,True
luwo,,320,jlu,lwo,{},8.0,28.0,Africa,,Luwo,802,False,False
luyia,,274,luy,luy,{},0.416666666667,34.5,Africa,,Luyia,555,False,False
lyele,,290,lye,lee,{},12.5,-2.66666666667,Africa,,Lyele,382,False,False
ma,,287,ma,msj,{},3.5,28.0,Africa,,Ma,1187,False,False
maale,,13,mle,mdy,{},6.0,36.9166666667,Africa,,Maale,1405,False,False
maasai,,320,maa,mas,{},-3.0,36.0,Africa,,Maasai,2315,False,False
maba,,313,mab,mde,{},13.75,20.8333333333,Africa,,Maba,2340,False,True
mada (in cameroon),,5,mda,mxu,{},10.8333333333,14.1666666667,Africa,,Mada (in Cameroon),1082,False,False
mada (in nigeria),,283,mdz,mda,{},8.75,8.25,Africa,,Mada (in Nigeria),156,False,False
madi,,304,mad,mhi,{},3.25,31.5,Africa,,Ma'di,2045,False,False
majang,,322,maj,mpe,{},6.75,35.0,Africa,,Majang,1762,False,False
makaa,,274,mkz,mcp,{},3.41666666667,12.25,Africa,,Makaa,935,False,False
makonde,,274,mkd,kde,{},-11.0,40.0,Africa,,Makonde,1040,False,False
makua,,274,mua,"mgh, xsq",{},-15.0,38.6666666667,Africa,,Makua,1255,False,False
malagasy,,73,mal,plt,{},-20.0,47.0,Africa,,Malagasy,2529,True,True
malgwa,,5,mlg,mfi,{},11.5,13.75,Africa,,Malgwa,1763,False,False
mambai,,279,mmi,mcs,{},9.66666666667,14.0,Africa,,Mambai,2586,False,False
mambila,,274,mla,"mcu, mzk",{},6.75,11.5,Africa,,Mambila,1608,False,False
mambwe,,274,mmw,mgr,{},-9.08333333333,31.1666666667,Africa,,Mambwe,884,False,False
mampruli,,290,mmp,maw,{},10.3333333333,-0.666666666667,Africa,,Mampruli,712,False,False
mamvu,,303,mmv,mdi,{},3.25,29.0,Africa,,Mamvu,1515,False,False
mandinka,,292,mdk,mnk,{},13.0,-15.6666666667,Africa,,Mandinka,1129,False,False
mandinka (gambian),,292,mkg,mnk,{},13.4166666667,-16.0,Africa,,Mandinka (Gambian),1362,False,False
mangbetu,,315,mbt,mdj,{},2.5,26.5,Africa,,Mangbetu,1653,False,False
mango,,305,mgq,mge,{},8.75,17.0,Africa,,Mango,2600,False,False
maninka,,292,mnk,emk,{},10.5,-9.5,Africa,,Maninka,166,False,False
maninka (western),,292,maw,mlq,{},13.0,-11.0,Africa,,Maninka (Western),1902,False,False
manjaku,,276,mjk,mfv,{},12.0,-16.25,Africa,,Manjaku,387,False,False
mankanya,,276,mkn,knf,{},12.0833333333,-15.9166666667,Africa,,Mankanya,167,False,False
mankon,,274,mkq,nge,{},6.0,10.1666666667,Africa,,Mankon,2592,False,False
mano,,273,man,mev,{},7.0,-9.0,Africa,,Mano,1764,False,False
margi,,5,mrg,mrt,{},11.0,13.0,Africa,,Margi,2335,False,False
masa,,11,mas,mcn,{},10.5,15.5,Africa,,Masa,1610,False,False
masakin,,281,msk,jle,{},10.6666666667,30.0,Africa,,Masakin,1406,False,False
masalit,,313,msl,mls,{},13.3333333333,22.0,Africa,,Masalit,2101,False,False
matuumbi,,274,mtb,mgw,{},-8.5,39.0,Africa,,Matuumbi,1315,False,False
mauka,,292,mka,mxx,{},8.33333333333,-7.5,Africa,,Mauka,1937,False,False
mauritian creole,,331,mcr,mfe,{},-20.3333333333,57.5,Africa,,Mauritian Creole,989,False,False
mayogo,,287,myg,mdm,{},3.0,29.0,Africa,,Mayogo,2587,False,False
mba,,287,mba,mfc,{},1.0,25.0,Africa,,Mba,1904,False,False
mbalanhu,,274,mhu,lnb,{},-17.5,15.0,Africa,,Mbalanhu,990,False,False
mbara,,5,mbr,mpk,{},11.0,15.4166666667,Africa,,Mbara,1654,False,False
mbay,,305,mby,myb,{},8.25,17.5,Africa,,Mbay,2156,False,False
mbe,,274,mbz,mtk,{},6.28333333333,11.0833333333,Africa,,Mbe',170,False,False
mbere,,274,mbe,mdt,{},-0.5,14.0,Africa,,Mbere,1131,False,False
mbili,,274,mbi,baw,{},6.11666666667,10.2,Africa,,Mbili,1556,False,False
mbodomo,,537,mdo,gmm,{},4.5,15.5,Africa,,Mbodomo,1364,False,False
mbole,,274,mbl,mdq,{},-0.666666666667,24.6666666667,Africa,,Mbole,1087,False,False
mbosi,,274,mdw,mdw,{},-1.25,15.5,Africa,,Mbosi,2593,False,False
mbugu,,1,mbg,mhd,{},-4.33333333333,38.1666666667,Africa,,Mbugu,719,False,False
mbum,,279,mbm,mdd,{},7.75,13.1666666667,Africa,,Mbum,1959,False,False
meen,,322,mee,mym,{},5.0,37.0,Africa,,Me'en,1766,False,False
mende,,292,mde,men,{},7.83333333333,-11.5,Africa,,Mende,2116,False,False
midob,,307,mid,mei,{},15.0833333333,26.25,Africa,,Midob,938,False,False
migama,,2,mig,mmy,{},12.1666666667,19.8333333333,Africa,,Migama,561,False,False
miisiirii,,311,mii,tma,{},13.5,22.0,Africa,,Miisiirii,939,False,False
mina,,5,hna,hna,{},10.3333333333,13.8333333333,Africa,,Mina,2602,False,False
mituku,,274,mit,zmq,{},-1.66666666667,25.5,Africa,,Mituku,393,False,False
miya,,6,miy,mkf,{},10.9166666667,9.66666666667,Africa,,Miya,2278,False,False
moca,,13,moc,moy,{},7.58333333333,35.5,Africa,,Moca,404,False,False
mofugudur,,5,mof,mif,{},10.5,14.0,Africa,,Mofu-Gudur,1410,False,False
mokilko,,2,mko,moz,{},11.9166666667,18.0833333333,Africa,,Mokilko,565,False,False
mondunga,,287,mga,ndt,{},2.25,21.5,Africa,,Mondunga,1613,False,False
mongo,,274,mgo,lol,{},0.0,21.0,Africa,,Mongo,1411,False,False
moore,,290,moo,mos,{},12.8333333333,-1.25,Africa,,Mooré,1977,False,False
moro,,285,mro,mor,{},11.0,30.1666666667,Africa,,Moro,2177,False,False
moru,,304,mou,mgd,{},4.75,29.75,Africa,,Moru,1906,False,False
mpongwe,,274,mpo,mye,{},-1.25,9.5,Africa,,Mpongwe,943,False,False
muher,,10,muh,sgw,{},8.16666666667,38.1666666667,Africa,,Muher,178,False,False
mumuye,,279,mum,mzm,{},9.0,11.6666666667,Africa,,Mumuye,2240,False,False
mundang,,279,mdg,mua,{},9.66666666667,14.5,Africa,,Mundang,1412,False,False
mundani,,274,mud,mnf,{},5.66666666667,9.91666666667,Africa,,Mundani,1044,False,False
mundu,,287,mdu,muh,{},4.5,30.0,Africa,,Mündü,722,False,False
mungaka,,274,mgk,mhk,{},5.91666666667,10.0,Africa,,Mungaka,1256,False,False
munzombo,,287,mnz,moj,{},3.0,18.4166666667,Africa,,Munzombo,2588,False,False
mupun,,6,mup,sur,{},9.5,8.83333333333,Africa,,Mupun,2270,False,False
murle,,322,mrl,mur,{},6.5,33.5,Africa,,Murle,2384,False,True
mursi,,322,mur,muz,{},5.58333333333,36.0833333333,Africa,,Mursi,1470,False,False
musgu,,5,mgu,mug,{},10.8333333333,14.9166666667,Africa,,Musgu,1907,False,False
mwera,,274,mwe,mwe,{},-9.0,39.0,Africa,,Mwera,1614,False,False
nafaanra,,290,naf,nfr,{},8.0,-2.58333333333,Africa,,Nafaanra,723,False,False
nande,,274,nde,nnb,{},-0.0833333333333,29.1666666667,Africa,,Nande,944,False,False
nandi,,320,nan,kln,{},0.25,35.0,Africa,,Nandi,2336,False,False
nanerge,,290,nrg,sen,{},11.75,-5.0,Africa,,Nanerge,2582,False,False
nara (in ethiopia),,314,nar,nrb,{},15.0833333333,37.5833333333,Africa,,Nara (in Ethiopia),2178,False,False
nateni,,290,ntn,ntm,{},10.5,1.16666666667,Africa,,Nateni,414,False,False
ncam,,290,ncm,bud,{},9.33333333333,0.666666666667,Africa,,Ncàm,2584,False,False
ndebele (in south africa),,274,ndb,nbl,{},-25.3333333333,29.0,Africa,,Ndebele (in South Africa),1810,False,False
ndogo,,287,ndg,ndz,{},7.75,27.0,Africa,,Ndogo,415,False,False
ndonga,,274,ndo,ndo,{},-18.0,17.0,Africa,,Ndonga,2003,False,False
ndumu,,274,ndu,nmd,{},-1.66666666667,13.5833333333,Africa,,Ndumu,1473,False,False
ndut,,276,ndt,ndv,{},14.9166666667,-16.9166666667,Africa,,Ndut,2047,False,False
neyo,,277,ney,ney,{},5.0,-6.0,Africa,,Neyo,2580,False,False
ngambay,,305,ngm,sba,{},8.66666666667,16.0,Africa,,Ngambay,1961,False,False
ngbaka (mabo),,287,nbm,nbm,{},3.56,18.36,Africa,,Ngbaka (Ma'bo),2679,False,False
ngbaka (minagende),,537,ngb,nga,{},3.5,20.0,Africa,,Ngbaka (Minagende),1321,False,False
ngbandi,,287,ndi,"nbw, ngb",{},3.75,22.0,Africa,,Ngbandi,571,False,False
ngemba,,274,nge,nge,{},6.2,10.0,Africa,,Ngemba,188,False,False
ngiti,,299,nti,niy,{},1.33333333333,30.25,Africa,,Ngiti,2377,False,True
ngizim,,6,ngz,ngi,{},12.0833333333,10.9166666667,Africa,,Ngizim,2279,False,False
ngombe,,274,nbe,ngc,{},3.0,23.0,Africa,,Ngombe,725,False,False
ngoni,,274,ngo,ngo,{},-11.0,36.0,Africa,,Ngoni,1698,False,False
nharo,,210,nro,nhr,{},-22.3333333333,20.5,Africa,,Nharo,572,False,False
nigerian pidgin,,331,npi,pcm,{},6.5,3.33333333333,Africa,,Nigerian Pidgin,726,False,False
nkem,,274,nke,isi,{},6.58333333333,8.58333333333,Africa,,Nkem,945,False,False
nkonya,,275,nkn,nko,{},7.16666666667,0.25,Africa,,Nkonya,1772,False,False
nkorekiga,,274,nko,cgg,{},-0.916666666667,29.8333333333,Africa,,Nkore-Kiga,2421,False,True
nobiin,,307,nob,fia,{},21.0,31.0,Africa,,Nobiin,1415,False,False
noni,,274,non,nhu,{},6.41666666667,10.5833333333,Africa,,Noni,2128,False,False
noon,,276,noo,snf,{},14.8333333333,-16.8333333333,Africa,,Noon,2119,False,False
nsenga,,274,nse,nse,{},-14.5,30.8333333333,Africa,,Nsenga,1322,False,False
ntomba,,274,nto,nto,{},-2.0,18.3333333333,Africa,,Ntomba,997,False,False
nubi,,331,nub,kcn,{},0.666666666667,32.0833333333,Africa,,Nubi,574,False,False
nubian (dongolese),,307,nbd,dgl,{},18.25,30.75,Africa,,Nubian (Dongolese),2394,False,True
nubian (kunuz),,307,nku,xnz,{},23.0,33.0,Africa,,Nubian (Kunuz),1476,False,False
nuer,,320,nue,nus,{},8.33333333333,32.0,Africa,,Nuer,1909,False,False
nuni (northern),,290,nnn,nuv,{},12.1666666667,-3.0,Africa,,Nuni (Northern),192,False,False
nupe,,278,nup,nup,{},9.16666666667,5.41666666667,Africa,,Nupe,1979,False,False
nyambo,,274,nbo,now,{},-1.0,31.3333333333,Africa,,Nyambo,730,False,False
nyamwezi,,274,nym,nym,{},-5.0,33.0,Africa,,Nyamwezi,1773,False,False
nyanga,,274,nng,nyj,{},-1.25,28.1666666667,Africa,,Nyanga,575,False,False
nyangi,,316,nyg,nyp,{},3.41666666667,33.5833333333,Africa,,Nyangi,1260,False,False
nyiha,,274,nyh,nih,{},-10.0,33.0,Africa,,Nyiha,891,False,False
nyimang,,302,nyi,nyi,{},12.1666666667,29.3333333333,Africa,,Nyimang,1940,False,False
nzakara,,287,nza,nzk,{},5.0,23.0,Africa,,Nzakara,1563,False,False
obolo,,293,obo,ann,{},4.58333333333,7.83333333333,Africa,,Obolo,2049,False,False
ogbia,,293,ogb,ogb,{},4.66666666667,6.25,Africa,,Ogbia,1261,False,False
ogbronuagum,,293,obg,ogu,{},4.75,6.86666666667,Africa,,Ogbronuagum,1880,False,False
oku,,274,oku,oku,{},6.25,10.5,Africa,,Oku,194,False,False
orig,,282,ori,ras,{},12.1666666667,30.8333333333,Africa,,Orig,1523,False,False
oromo (boraana),,698,orb,gax,{},4.5,38.5,Africa,,Oromo (Boraana),734,False,False
oromo (harar),,698,orh,hae,{},9.0,42.0,Africa,,Oromo (Harar),2513,True,True
oromo (waata),,698,orw,ssn,{},-3.33333333333,39.8333333333,Africa,,Oromo (Waata),1661,False,False
oromo (westcentral),,698,owc,gaz,{},9.0,37.0,Africa,,Oromo (West-Central),827,False,False
otoro,,285,otr,otr,{},11.1666666667,30.5,Africa,,Otoro,580,False,False
paa,,6,paa,pqa,{},11.0,9.25,Africa,,Pa'a,1733,False,False
palor,,276,plr,fap,{},14.8333333333,-16.75,Africa,,Palor,830,False,False
pangwa,,274,png,pbr,{},-10.0,34.75,Africa,,Pangwa,1002,False,False
pare,,274,pre,asa,{},-4.0,36.5,Africa,,Pare,1567,False,False
pari,,320,par,lkr,{},5.0,32.5,Africa,,Päri,2007,False,False
pero,,6,per,pip,{},9.58333333333,11.0,Africa,,Pero,2129,False,False
podoko,,5,pod,pbi,{},11.0,14.0833333333,Africa,,Podoko,1477,False,False
pogoro,,274,pog,poy,{},-8.75,36.5,Africa,,Pogoro,897,False,False
pokot,,320,pkt,pko,{},1.5,35.5,Africa,,Pokot,1734,False,False
principense,,331,pri,pre,{},1.61666666667,7.36666666667,Africa,,Príncipense,202,False,False
qafar,,698,qaf,aar,{},12.0,42.0,Africa,,Qafar,1814,False,False
rashad,,282,ras,ras,{},11.8333333333,31.05,Africa,,Rashad,1368,False,False
rendille,,698,ren,rel,{},2.0,37.5,Africa,,Rendille,1048,False,False
rimi,,274,rim,rim,{},-5.0,34.6666666667,Africa,,Rimi,833,False,False
ron,,6,ron,cla,{},9.0,8.75,Africa,,Ron,1328,False,False
ronga,,274,rga,rng,{},-26.0,32.5,Africa,,Ronga,1091,False,False
rundi,,274,rnd,run,{},-3.5,30.0,Africa,,Rundi,742,False,False
runga,,313,run,rou,{},10.3333333333,21.0,Africa,,Runga,1706,False,False
runyankore,,274,rny,nyn,{},-0.5,30.5,Africa,,Runyankore,1735,False,False
runyororutooro,,274,rru,nyo,{},1.5,31.3333333333,Africa,,Runyoro-Rutooro,1092,False,False
saho,,698,sao,ssy,{},14.75,39.75,Africa,,Saho,591,False,False
samba leko,,279,sle,ndi,{},8.5,12.5,Africa,,Samba Leko,1421,False,False
sandawe,,214,sdw,sad,{},-5.0,35.0,Africa,,Sandawe,1776,False,False
sango,,287,san,sag,{},5.0,18.0,Africa,,Sango,2461,True,True
sangu,,274,sgu,snq,{},-1.5,11.8333333333,Africa,,Sangu,1478,False,False
sebei,,320,seb,kpz,{},1.33333333333,34.5833333333,Africa,,Sebei,1815,False,False
seme,,277,sme,sif,{},11.0,-4.91666666667,Africa,,Seme,1273,False,False
sena,,274,sen,seh,{},-18.0,35.25,Africa,,Sena,596,False,False
senadi,,290,snd,sef,{},9.5,-6.25,Africa,,Senadi,1329,False,False
sengele,,274,sgl,szg,{},-1.83333333333,17.3333333333,Africa,,Sengele,1050,False,False
sesotho,,274,ses,sot,{},-28.0,27.0,Africa,,Sesotho,1963,False,False
shabo,,310,shb,sbf,{},7.58333333333,35.4166666667,Africa,,Shabo,1330,False,False
shambala,,274,shm,ksb,{},-4.25,38.25,Africa,,Shambala,1274,False,False
shatt,,318,sht,shj,{},10.8333333333,30.0,Africa,,Shatt,1481,False,False
shilluk,,320,shl,shk,{},9.66666666667,31.75,Africa,,Shilluk,1913,False,False
shinassha,,13,ssh,bwo,{},10.4166666667,36.1666666667,Africa,,Shinassha,749,False,False
shona,,274,shn,sna,{},-18.0,31.0,Africa,,Shona,2105,False,False
sidaama,,697,sid,sid,{},6.66666666667,38.5,Africa,,Sidaama,2603,False,False
sila,,318,sil,dau,{},12.3333333333,21.75,Africa,,Sila,1051,False,False
sisaala,,290,ssa,sld,{},10.8333333333,-2.66666666667,Africa,,Sisaala,751,False,False
so,,316,so,teu,{},2.58333333333,34.75,Africa,,So,2224,False,False
soddo,,10,sod,gru,{},8.5,38.5,Africa,,Soddo,1276,False,False
somali,,698,som,som,{},3.0,45.0,Africa,,Somali,2364,False,False
songe,,274,sge,sop,{},-6.83333333333,22.0,Africa,,Songe,450,False,False
soninke,,292,snn,snk,{},15.0,-10.5,Africa,,Soninke,1331,False,False
soqotri,,10,soq,sqt,{},12.5,54.0,Africa,,Soqotri,1423,False,False
sotho (northern),,274,stn,nso,{},-24.0,29.0,Africa,,Sotho (Northern),1424,False,False
subiya,,274,sub,sbs,{},-17.75,24.9166666667,Africa,,Subiya,602,False,False
suku,,274,sku,sub,{},-6.0,17.6666666667,Africa,,Suku,2597,False,False
sukuma,,274,skm,suk,{},-2.83333333333,32.0,Africa,,Sukuma,837,False,False
sungor,,311,sug,sjg,{},13.75,21.5,Africa,,Sungor,1009,False,False
supyire,,290,sup,spp,{},11.5,-5.58333333333,Africa,,Supyire,2530,True,True
susu,,292,sus,sus,{},10.0,-13.0,Africa,,Susu,1531,False,False
swahili,,274,swa,swh,{},-6.5,39.0,Africa,,Swahili,2521,True,True
swati,,274,swt,ssw,{},-26.5,31.0,Africa,,Swati,1532,False,False
tabwa,,274,tbw,tap,{},-8.0,29.5,Africa,,Tabwa,1425,False,False
talinga,,274,tal,tlj,{},0.416666666667,29.6666666667,Africa,,Talinga,1052,False,False
tama,,311,tma,tma,{},14.5,22.0,Africa,,Tama,1846,False,False
tamashek,,4,tsk,taq,{},20.0,-2.0,Africa,,Tamashek,2601,False,False
tampulma,,290,tmp,tpm,{},10.4166666667,-0.583333333333,Africa,,Tampulma,1278,False,False
tangale,,6,tan,tan,{},9.75,11.3333333333,Africa,,Tangale,954,False,False
tanzania sign language,,330,tsl,tza,{},-6.0,35.0,Africa,,Tanzania Sign Language,459,False,False
tarok,,283,tok,yer,{},9.0,10.0833333333,Africa,,Tarok,1279,False,False
tashlhiyt,,4,tas,shi,{},31.0,-5.0,Africa,,Tashlhiyt,2194,False,False
teke (southern),,274,tks,kkw,{},-2.33333333333,14.5,Africa,,Teke (Southern),1203,False,False
tem,,290,tem,kdh,{},8.66666666667,0.5,Africa,,Tem,955,False,False
temein,,297,tmn,teq,{},11.9166666667,29.4166666667,Africa,,Temein,1848,False,False
temne,,291,tne,tem,{},8.66666666667,-13.0833333333,Africa,,Temne,2225,False,False
tennet,,322,ten,tex,{},4.41666666667,32.5,Africa,,Tennet,1882,False,False
tenyer,,290,tny,kza,{},10.6666666667,-4.5,Africa,,Tenyer,1572,False,False
tera,,5,ter,ttr,{},11.0,11.8333333333,Africa,,Tera,2242,False,False
teso,,320,tes,teo,{},1.83333333333,33.8333333333,Africa,,Teso,1883,False,False
tetela,,274,tet,tll,{},-4.0,24.0,Africa,,Tetela,842,False,False
tigre,,10,tgr,tig,{},16.5,38.5,Africa,,Tigré,2291,False,False
tigre (beni amer),,10,tbe,tig,{},15.5,38.0,Africa,,Tigré (Beni Amer),467,False,False
tigrinya,,10,tig,tir,{},14.5,38.5,Africa,,Tigrinya,1488,False,False
tikar,,274,tik,tik,{},5.83333333333,11.6666666667,Africa,,Tikar,1332,False,False
tima,,284,tia,tms,{},11.6666666667,29.25,Africa,,Tima,2577,False,False
tirmaga,,322,trm,suq,{},5.75,35.25,Africa,,Tirmaga,1372,False,False
tiv,,274,tiv,tiv,{},7.5,9.0,Africa,,Tiv,1204,False,False
tonga (in zambia),,274,toz,toi,{},-17.0,27.0,Africa,,Tonga (in Zambia),1375,False,False
toro so,,296,dts,dts,{},14.4166666667,-3.25,Africa,,Toro So,1229,False,False
toussian,,290,tou,"tsp, wib",{},11.0,-4.66666666667,Africa,,Toussian,1429,False,False
toussian (win),,290,tow,wib,{},10.8333333333,-4.66666666667,Africa,,Toussian (Win),235,False,False
tsogo,,274,tgo,tsv,{},-1.5,11.3333333333,Africa,,Tsogo,904,False,False
tsonga,,274,tsn,tso,{},-24.0,32.0,Africa,,Tsonga,843,False,False
tswana,,274,tsw,tsn,{},-24.0,26.0,Africa,,Tswana,844,False,False
tuareg (ahaggar),,4,tug,thv,{},23.0,6.0,Africa,,Tuareg (Ahaggar),1780,False,False
tuareg (air),,4,tai,thv,{},19.0,9.0,Africa,,Tuareg (Air),1149,False,False
tuareg (ghat),,4,tgh,thv,{},25.0,10.1666666667,Africa,,Tuareg (Ghat),1430,False,False
tubu,,309,tbu,"dzg, tuq",{},16.0,15.0,Africa,,Tubu,2088,False,False
tuki,,274,tki,bag,{},4.58333333333,11.5,Africa,,Tuki,958,False,False
tumak,,2,tmk,tmc,{},9.5,17.3333333333,Africa,,Tumak,236,False,False
tunen,,274,tnn,tvu,{},4.75,10.6666666667,Africa,,Tunen,1852,False,False
tupuri,,279,tpr,tui,{},10.1666666667,14.75,Africa,,Tupuri,845,False,False
turkana,,320,tna,tuv,{},3.0,35.5,Africa,,Turkana,2281,False,False
ugandan sign language,,330,ugs,ugn,{},1.0,32.5,Africa,,Ugandan Sign Language,480,False,False
uldeme,,5,uld,udl,{},10.95,14.1166666667,Africa,,Uldeme,1781,False,False
umbundu,,274,umb,umb,{},-12.5,15.0,Africa,,UMbundu,1282,False,False
urhobo,,295,urh,urh,{},5.58333333333,6.0,Africa,,Urhobo,242,False,False
vagla,,290,vag,vag,{},9.41666666667,-2.41666666667,Africa,,Vagla,962,False,False
vai,,292,vai,vai,{},6.91666666667,-11.25,Africa,,Vai,2108,False,False
vata,,277,vat,dic,{},5.83333333333,-5.41666666667,Africa,,Vata,245,False,False
venda,,274,ven,ven,{},-22.0,30.0,Africa,,Venda,1283,False,False
vili,,274,vif,vif,{},-5.5,14.0,Africa,,Vili,2595,False,False
waama,,290,wwa,wwa,{},10.5833333333,1.66666666667,Africa,,Waama,2583,False,False
wan,,273,wna,wan,{},7.83333333333,-5.86666666667,Africa,,Wan,2578,False,False
wemenugbe,,275,wmn,wem,{},6.66666666667,2.5,Africa,,Wéménugbé,248,False,False
wobe,,277,wob,wob,{},7.41666666667,-7.33333333333,Africa,,Wobe,768,False,False
wolaytta,,13,wly,wal,{},6.83333333333,37.75,Africa,,Wolaytta,1856,False,False
wolof,,276,wlf,wol,{},15.25,-16.0,Africa,,Wolof,2342,False,False
xam,,211,xam,xam,{},-31.0,21.0,Africa,,/Xam,1336,False,False
xasonga,,292,xas,kao,{},14.25,-10.5,Africa,,Xasonga,249,False,False
xhosa,,274,xho,xho,{},-32.0,27.0,Africa,,Xhosa,1818,False,False
xoo,,211,xoo,nmn,{},-24.0,21.5,Africa,,!Xóõ,2033,False,False
xun (ekoka),,212,xun,knw,{},-19.6666666667,18.0,Africa,,!Xun (Ekoka),620,False,False
yaka,,274,yak,yaf,{},-7.0,17.5,Africa,,Yaka,486,False,False
yakoma,,287,ykm,yky,{},4.41666666667,18.4166666667,Africa,,Yakoma,621,False,False
yamba,,274,yba,yam,{},6.41666666667,11.0833333333,Africa,,Yamba,252,False,False
yansi,,274,yns,yns,{},-3.83333333333,18.0,Africa,,Yansi,850,False,False
yao (in malawi),,274,yao,yao,{},-14.5,35.5,Africa,,Yao (in Malawi),1056,False,False
yemba,,274,yem,ybb,{},5.41666666667,10.0833333333,Africa,,Yemba,254,False,False
yemsa,,13,yms,jnj,{},7.83333333333,37.3333333333,Africa,,Yemsa,489,False,False
yeyi,,274,yey,yey,{},-20.0,23.5,Africa,,Yeyi,1379,False,False
yoruba,,294,yor,yor,{},8.0,4.33333333333,Africa,,Yoruba,2503,True,True
yulu,,305,yul,yul,{},8.5,25.25,Africa,,Yulu,2034,False,False
zande,,287,zan,zne,{},4.0,26.0,Africa,,Zande,2185,False,False
zarma,,308,zar,dje,{},13.8333333333,2.16666666667,Africa,,Zarma,1630,False,False
zayse,,13,zay,zay,{},5.91666666667,37.3333333333,Africa,,Zayse,1745,False,False
zenaga,,4,zen,zen,{},17.3333333333,-16.0,Africa,,Zenaga,907,False,False
zulu,,274,zul,zul,{},-30.0,30.0,Africa,,Zulu,2516,True,True
zulu (northern),,274,zno,zul,{},-28.0,31.0,Africa,,Zulu (Northern),265,False,False
zulu (southern),,274,zso,zul,{},-31.0,30.0,Africa,,Zulu (Southern),266,False,False
adynyamathanha,,792,adn,adt,{},-30.5,139.5,Australia,,Adynyamathanha,1340,False,False
alawa,,790,alw,alh,{},-15.1666666667,134.25,Australia,,Alawa,2169,False,False
alyawarra,,792,aly,aly,{},-22.5,135.0,Australia,,Alyawarra,2122,False,False
